I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15
4.000000,4.712389,0.050000,0.000000,0.000000,0.030598,0.003208,0.000000,-1.514255,-9.398912,0.000000,-0.021970,-0.021970,0.065910,0.042903,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.000515,0.015141,0.000000,-1.244506,-9.491401,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.017011,0.019291,0.000000,-1.143106,-9.507894,0.000000,-0.021970,0.021970,0.043940,0.005252,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.015959,0.017259,0.000000,-0.959261,-9.520577,0.000000,-0.021970,0.000000,0.065910,0.024056,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031183,-0.005594,0.000000,-0.878822,-9.486794,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.010737,-0.000508,0.000000,-0.640345,-9.516915,0.000000,-0.021970,0.021970,0.065910,0.003728,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.004692,0.003645,0.000000,-0.355057,-9.577366,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.027678,0.000429,0.000000,-0.254566,-9.556266,0.000000,-0.021970,0.000000,0.065910,0.023368,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.013357,0.001128,0.000000,0.004035,-9.633791,0.000000,0.000000,-0.021970,0.065910,0.020741,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039209,-0.013936,0.000000,0.075578,-9.563337,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.046846,-0.001457,0.000000,0.282992,-9.646071,0.000000,-0.021970,-0.021970,0.065910,0.044103,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.024886,-0.010194,0.000000,0.539000,-9.611835,0.000000,0.021970,-0.021970,0.065910,-0.000955,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026381,-0.006919,0.000000,0.656054,-9.619670,0.000000,-0.021970,-0.021970,0.065910,0.044172,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045906,0.004415,0.000000,0.807542,-9.672822,0.000000,0.000000,-0.043940,0.065910,0.044146,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.060791,-0.017588,0.000000,0.920912,-9.636012,0.000000,0.000000,-0.043940,0.021970,0.044747,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031641,0.002759,0.000000,1.196644,-9.693122,0.000000,0.000000,-0.043940,0.109850,0.045037,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.000132,0.000178,0.000000,1.455944,-9.638533,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044181,-0.021732,0.000000,1.541087,-9.561250,0.000000,0.000000,-0.021970,0.065910,0.022933,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022359,0.000272,0.000000,1.783413,-9.577677,0.000000,-0.021970,0.000000,0.065910,0.020745,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.015536,0.008994,0.000000,1.934907,-9.612145,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.028012,0.004288,0.000000,2.050447,-9.547965,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.058921,0.000528,0.000000,2.099448,-9.476287,0.000000,-0.043940,-0.021970,0.065910,0.063653,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.025750,-0.007688,0.000000,2.338437,-9.490592,0.000000,0.000000,-0.021970,0.087880,0.023886,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.001713,-0.000665,0.000000,2.620023,-9.493442,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.040212,-0.013190,0.000000,2.746532,-9.453752,0.000000,0.000000,-0.021970,0.065910,0.024184,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.009937,-0.004878,0.000000,2.965400,-9.423399,0.000000,0.000000,-0.021970,0.065910,0.024276,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.021762,-0.017782,0.000000,3.141651,-9.335673,0.000000,0.000000,-0.043940,0.065910,0.048900,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.047153,-0.014130,0.000000,3.249985,-9.306989,0.000000,0.000000,-0.043940,0.065910,0.049217,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026490,-0.006789,0.000000,3.494659,-9.283240,0.000000,0.000000,-0.021970,0.043940,0.024682,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.065975,-0.010454,0.000000,3.577861,-9.232042,0.000000,0.000000,-0.043940,0.065910,0.049637,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.012103,-0.038127,0.000000,3.917418,-9.115729,0.000000,0.043940,-0.021970,0.065910,-0.009100,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.005730,0.001043,0.000000,4.153017,-9.151904,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.003204,-0.002925,0.000000,4.291828,-9.122229,0.000000,0.000000,-0.021970,0.109850,0.025047,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.032476,-0.004346,0.000000,4.383701,-9.026805,0.000000,0.000000,-0.043940,0.065910,0.050276,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.019640,-0.023103,0.000000,4.513975,-8.884953,0.000000,0.021970,-0.021970,0.043940,0.009632,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.016471,-0.011762,0.000000,4.662246,-8.853512,0.000000,0.021970,-0.021970,0.065910,0.010202,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.019585,-0.013365,0.000000,4.869027,-8.773341,0.000000,0.021970,-0.021970,0.043940,0.010484,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.040037,-0.002864,0.000000,4.952753,-8.739615,0.000000,0.000000,-0.021970,0.065910,0.025321,0.000000
