I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15
4.000000,4.712389,0.050000,0.000000,0.000000,0.067993,0.024280,0.000000,-7.483117,5.433334,0.000000,-0.021970,0.065910,-0.021970,0.065919,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.068071,0.035968,0.000000,-7.565289,5.252123,0.000000,0.000000,0.065910,-0.043940,0.066219,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.054594,0.004795,0.000000,-7.613752,5.172074,0.000000,-0.021970,0.065910,-0.021970,0.065462,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.064520,0.038795,0.000000,-7.740422,4.960239,0.000000,0.000000,0.065910,-0.021970,0.064794,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045868,0.013309,0.000000,-7.800139,4.827345,0.000000,0.000000,0.065910,-0.021970,0.063794,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.067322,0.051915,0.000000,-7.980762,4.537155,0.000000,0.000000,0.065910,-0.021970,0.063280,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.048815,-0.002050,0.000000,-8.090816,4.410583,0.000000,0.000000,0.065910,-0.021970,0.062223,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.069845,0.038343,0.000000,-8.180428,4.199615,0.000000,-0.021970,0.087880,0.021970,0.084187,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.064007,0.018461,0.000000,-8.278607,4.021532,0.000000,-0.021970,0.065910,-0.021970,0.063561,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.074067,0.040433,0.000000,-8.410670,3.728500,0.000000,0.000000,0.065910,-0.021970,0.059419,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.081857,0.051575,0.000000,-8.511134,3.464505,0.000000,-0.021970,0.087880,0.021970,0.082364,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.055467,0.015718,0.000000,-8.494203,3.364187,0.000000,-0.021970,0.043940,0.000000,0.042959,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.048760,0.007543,0.000000,-8.537661,3.203681,0.000000,0.000000,0.065910,-0.021970,0.057014,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.078695,0.027593,0.000000,-8.670654,2.979611,0.000000,-0.021970,0.065910,-0.043940,0.061220,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.062791,0.011588,0.000000,-8.679235,2.825341,0.000000,-0.043940,0.065910,0.000000,0.066652,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.050812,0.021861,0.000000,-8.712284,2.677810,0.000000,-0.021970,0.065910,0.000000,0.060189,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.055122,0.024347,0.000000,-8.775918,2.504297,0.000000,-0.021970,0.087880,0.000000,0.077544,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.058406,0.037296,0.000000,-8.857560,2.316172,0.000000,0.000000,0.065910,0.043940,0.051798,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.046454,0.025235,0.000000,-8.821295,2.101738,0.000000,-0.043940,0.065910,-0.021970,0.066266,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.055349,0.025306,0.000000,-8.901941,1.887511,0.000000,-0.021970,0.065910,-0.021970,0.057884,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.057376,0.033218,0.000000,-8.930349,1.740142,0.000000,-0.021970,0.065910,-0.021970,0.057469,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042244,0.015604,0.000000,-8.905663,1.619153,0.000000,0.000000,0.043940,0.000000,0.031704,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.057476,0.023152,0.000000,-9.000755,1.426018,0.000000,-0.043940,0.065910,0.000000,0.065362,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.036253,0.022118,0.000000,-8.984887,1.282116,0.000000,-0.043940,0.043940,0.000000,0.050081,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.053191,0.025731,0.000000,-9.051723,1.073769,0.000000,0.000000,0.043940,0.000000,0.029215,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.066189,0.049083,0.000000,-9.111299,0.811701,0.000000,-0.021970,0.065910,0.000000,0.053842,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.043320,0.024161,0.000000,-9.054765,0.602782,0.000000,-0.021970,0.065910,0.000000,0.052853,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.050693,0.065049,0.000000,-9.051851,0.309784,0.000000,-0.021970,0.087880,0.021970,0.065919,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.041446,0.015043,0.000000,-9.091372,0.207022,0.000000,-0.043940,0.043940,0.000000,0.050451,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.057750,0.036826,0.000000,-9.123716,-0.018314,0.000000,-0.021970,0.065910,0.021970,0.050780,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.034517,0.017638,0.000000,-9.062326,-0.136169,0.000000,-0.021970,0.043940,0.021970,0.037464,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042218,0.029610,0.000000,-9.055299,-0.344461,0.000000,-0.021970,0.065910,0.021970,0.049144,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.056051,0.028511,0.000000,-9.087493,-0.486631,0.000000,-0.021970,0.087880,0.021970,0.059423,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045455,0.013865,0.000000,-9.060599,-0.601502,0.000000,-0.021970,0.043940,0.021970,0.036315,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.054024,0.020638,0.000000,-9.075716,-0.758527,0.000000,-0.043940,0.043940,0.000000,0.050286,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.060158,0.023133,0.000000,-9.050584,-0.971309,0.000000,-0.043940,0.065910,0.043940,0.060510,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.040304,0.011514,0.000000,-9.012870,-1.172590,0.000000,-0.021970,0.043940,-0.021970,0.034755,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042811,0.031261,0.000000,-9.014592,-1.353949,0.000000,-0.043940,0.065910,0.021970,0.059059,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045436,0.050785,0.000000,-8.997019,-1.627423,0.000000,-0.021970,0.065910,0.043940,0.042595,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.047688,-0.014915,0.000000,-8.947209,-1.642604,0.000000,-0.043940,0.043940,0.000000,0.049624,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.034249,0.004078,0.000000,-8.871335,-1.826395,0.000000,-0.043940,0.043940,0.043940,0.049508,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.049368,0.011359,0.000000,-8.936633,-1.969911,0.000000,-0.043940,0.043940,0.000000,0.049252,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042907,0.023377,0.000000,-8.873070,-2.170283,0.000000,-0.021970,0.043940,0.021970,0.031623,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044003,0.002135,0.000000,-8.820203,-2.322312,0.000000,-0.021970,0.043940,0.021970,0.030873,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031652,0.030672,0.000000,-8.686921,-2.597085,0.000000,-0.021970,0.043940,0.000000,0.030491,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.050174,0.021648,0.000000,-8.643549,-2.797117,0.000000,-0.043940,0.065910,0.021970,0.053868,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.048349,0.009147,0.000000,-8.625517,-3.013457,0.000000,-0.043940,0.043940,0.021970,0.048127,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.029862,0.044390,0.000000,-8.518126,-3.292069,0.000000,-0.021970,0.043940,0.021970,0.028513,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.035688,0.021355,0.000000,-8.447430,-3.391804,0.000000,-0.043940,0.021970,0.021970,0.043198,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.034920,0.041149,0.000000,-8.368425,-3.583580,0.000000,-0.043940,0.065910,0.043940,0.050827,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044584,-0.000648,0.000000,-8.348614,-3.590616,0.000000,-0.043940,0.043940,0.021970,0.046879,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026286,0.035294,0.000000,-8.209419,-3.885411,0.000000,-0.021970,0.043940,0.021970,0.025999,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.033536,0.018468,0.000000,-8.106954,-4.070527,0.000000,-0.043940,0.021970,0.021970,0.043728,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.021699,0.017490,0.000000,-8.051151,-4.188662,0.000000,0.000000,0.043940,0.065910,0.003732,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.019957,0.029799,0.000000,-7.934161,-4.461338,0.000000,-0.021970,0.043940,0.065910,0.023796,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.037941,0.022842,0.000000,-7.908894,-4.602998,0.000000,-0.021970,0.065910,0.021970,0.024278,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.046023,0.021701,0.000000,-7.835158,-4.776195,0.000000,-0.043940,0.043940,0.021970,0.044238,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026422,0.039005,0.000000,-7.651526,-4.976839,0.000000,-0.021970,0.043940,0.043940,0.021968,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.036741,0.033347,0.000000,-7.615458,-5.135039,0.000000,-0.021970,0.043940,0.043940,0.021034,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.032283,0.015088,0.000000,-7.486771,-5.284743,0.000000,-0.043940,0.043940,0.043940,0.042993,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.025475,0.016980,0.000000,-7.325065,-5.445877,0.000000,-0.021970,0.000000,0.065910,0.022721,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.028010,0.010695,0.000000,-7.213056,-5.494061,0.000000,-0.043940,0.021970,0.043940,0.043857,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.038147,0.045347,0.000000,-7.180077,-5.738622,0.000000,-0.043940,0.065910,0.000000,0.038805,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044005,-0.000639,0.000000,-7.057095,-5.803774,0.000000,-0.043940,0.043940,0.043940,0.040932,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022768,0.056626,0.000000,-6.900060,-6.130556,0.000000,-0.043940,0.043940,0.065910,0.040195,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031519,0.013313,0.000000,-6.786144,-6.156168,0.000000,-0.043940,0.021970,0.065910,0.043464,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.024758,0.051460,0.000000,-6.662470,-6.385517,0.000000,-0.043940,0.043940,0.021970,0.039045,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.041054,0.030954,0.000000,-6.577127,-6.550560,0.000000,-0.043940,0.043940,0.065910,0.038248,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.041392,0.017585,0.000000,-6.431540,-6.681360,0.000000,-0.043940,0.043940,0.043940,0.037842,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.028786,0.007730,0.000000,-6.303006,-6.741366,0.000000,-0.043940,0.043940,0.043940,0.037011,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.046426,0.010270,0.000000,-6.192653,-6.842958,0.000000,-0.043940,0.021970,0.021970,0.042751,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.021655,0.017060,0.000000,-6.056026,-6.927803,0.000000,-0.043940,0.021970,0.043940,0.042489,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.001456,0.033560,0.000000,-5.915288,-7.096120,0.000000,0.000000,0.043940,0.065910,-0.014131,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.019552,0.038190,0.000000,-5.824891,-7.223558,0.000000,-0.043940,0.021970,0.065910,0.042048,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.009947,0.034059,0.000000,-5.567180,-7.407166,0.000000,-0.021970,0.043940,0.065910,0.009008,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.058965,0.015835,0.000000,-5.605740,-7.510896,0.000000,-0.043940,0.000000,0.065910,0.050096,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.027375,0.012406,0.000000,-5.375403,-7.621006,0.000000,-0.043940,0.043940,0.065910,0.032532,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.034765,0.003152,0.000000,-5.227100,-7.722887,0.000000,-0.043940,0.021970,0.065910,0.040996,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.019083,-0.014268,0.000000,-5.044810,-7.766595,0.000000,0.000000,-0.021970,0.065910,0.009708,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045080,0.015716,0.000000,-4.957498,-7.977298,0.000000,-0.043940,0.021970,0.043940,0.040386,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.059061,0.003508,0.000000,-4.865886,-7.957875,0.000000,-0.021970,0.021970,0.065910,0.014551,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.020001,-0.008124,0.000000,-4.622221,-7.982194,0.000000,0.000000,-0.021970,0.065910,0.011127,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.045683,0.008260,0.000000,-4.625940,-8.075265,0.000000,-0.043940,0.021970,0.065910,0.039248,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022104,0.015037,0.000000,-4.395689,-8.199271,0.000000,0.000000,0.000000,0.043940,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.009317,0.044459,0.000000,-4.131939,-8.386042,0.000000,-0.043940,0.065910,0.065910,0.013486,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.041330,-0.018913,0.000000,-4.061949,-8.308846,0.000000,0.000000,0.021970,0.065910,-0.012774,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.016325,0.011183,0.000000,-3.797767,-8.509841,0.000000,-0.021970,0.000000,0.065910,0.025498,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039202,0.023582,0.000000,-3.669136,-8.659088,0.000000,-0.043940,0.021970,0.065910,0.037409,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044223,0.016877,0.000000,-3.510228,-8.707693,0.000000,-0.043940,0.000000,0.065910,0.050926,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.007979,0.024014,0.000000,-3.314093,-8.805623,0.000000,-0.021970,0.021970,0.065910,0.011091,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.001983,-0.011408,0.000000,-3.146132,-8.788912,0.000000,0.000000,0.021970,0.065910,-0.014861,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.036576,0.001016,0.000000,-3.063022,-8.892925,0.000000,-0.043940,0.000000,0.065910,0.050724,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.027780,0.010008,0.000000,-2.913451,-8.962684,0.000000,0.000000,0.021970,0.065910,-0.015608,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.017155,0.016921,0.000000,-2.697889,-9.087535,0.000000,-0.021970,0.000000,0.065910,0.025246,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.053136,0.010857,0.000000,-2.596534,-9.148248,0.000000,-0.043940,0.000000,0.065910,0.050299,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.029811,0.018746,0.000000,-2.389443,-9.175921,0.000000,-0.043940,0.021970,0.065910,0.033272,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.035695,-0.002233,0.000000,-2.156822,-9.201337,0.000000,0.000000,-0.021970,0.065910,0.017037,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.014952,0.022470,0.000000,-1.955607,-9.320279,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.027567,0.017144,0.000000,-1.709057,-9.380311,0.000000,-0.043940,0.021970,0.065910,0.031823,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.027130,0.002166,0.000000,-1.545084,-9.393566,0.000000,-0.021970,0.021970,0.043940,0.006457,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026099,-0.003620,0.000000,-1.362045,-9.373932,0.000000,-0.043940,0.000000,0.065910,0.049060,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.010821,0.005243,0.000000,-1.093164,-9.469246,0.000000,-0.021970,-0.021970,0.065910,0.043148,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.025933,0.008155,0.000000,-0.998487,-9.485312,0.000000,-0.021970,0.000000,0.065910,0.024256,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.033660,0.002375,0.000000,-0.839236,-9.526267,0.000000,-0.021970,-0.021970,0.065910,0.043467,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.030842,-0.005667,0.000000,-0.729962,-9.560138,0.000000,0.000000,-0.043940,0.109850,0.039221,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.016834,0.027086,0.000000,-0.498966,-9.668122,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.021762,-0.001306,0.000000,-0.323215,-9.612756,0.000000,0.000000,-0.021970,0.065910,0.020189,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.014013,-0.009783,0.000000,-0.094481,-9.599611,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.047033,-0.011672,0.000000,-0.084065,-9.608590,0.000000,-0.021970,-0.043940,0.065910,0.064948,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.030648,0.005925,0.000000,0.047130,-9.602510,0.000000,-0.021970,-0.021970,0.065910,0.044069,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.015841,-0.013740,0.000000,0.251087,-9.563703,0.000000,0.000000,-0.021970,0.043940,0.021433,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039481,-0.000342,0.000000,0.423478,-9.611039,0.000000,-0.021970,0.000000,0.065910,0.022553,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.038145,0.006213,0.000000,0.511413,-9.628061,0.000000,-0.021970,0.000000,0.065910,0.022254,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.036331,-0.003014,0.000000,0.646263,-9.669522,0.000000,0.000000,-0.021970,0.065910,0.022073,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.005321,-0.006208,0.000000,0.941958,-9.609198,0.000000,0.000000,-0.021970,0.065910,0.022373,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042995,0.000657,0.000000,0.999205,-9.643858,0.000000,-0.021970,-0.021970,0.065910,0.044134,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.017225,-0.007136,0.000000,1.217633,-9.618496,0.000000,0.021970,-0.021970,0.043940,0.001521,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.050440,0.024778,0.000000,1.337137,-9.701697,0.000000,-0.043940,-0.021970,0.043940,0.065139,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.016567,0.010121,0.000000,1.639451,-9.666987,0.000000,0.000000,0.000000,0.043940,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.018405,-0.007900,0.000000,1.819713,-9.553491,0.000000,0.000000,0.000000,0.043940,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.029180,-0.015288,0.000000,1.993748,-9.541201,0.000000,0.000000,-0.043940,0.065910,0.047110,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.004208,0.004935,0.000000,2.255867,-9.571083,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.003954,-0.004798,0.000000,2.408849,-9.548180,0.000000,0.000000,-0.021970,0.065910,0.023886,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.010583,-0.003474,0.000000,2.626957,-9.526259,0.000000,0.000000,-0.021970,0.065910,0.024088,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.032884,-0.020981,0.000000,2.738813,-9.448805,0.000000,0.021970,-0.021970,0.065910,0.005201,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026692,-0.023111,0.000000,2.853533,-9.398355,0.000000,0.021970,-0.021970,0.065910,0.005805,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.018219,-0.003955,0.000000,3.111717,-9.381361,0.000000,0.000000,0.000000,0.065910,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.033650,-0.012208,0.000000,3.272663,-9.272106,0.000000,0.000000,-0.021970,0.043940,0.024608,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.002848,-0.010756,0.000000,3.492440,-9.219878,0.000000,0.021970,0.000000,0.065910,-0.017679,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.040877,-0.008797,0.000000,3.520002,-9.207216,0.000000,0.000000,-0.043940,0.043940,0.049637,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.035660,-0.000429,0.000000,3.643938,-9.190129,0.000000,0.000000,-0.043940,0.065910,0.049763,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022416,-0.010710,0.000000,3.850149,-9.093284,0.000000,0.021970,-0.021970,0.043940,0.008476,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.004228,-0.023968,0.000000,4.054712,-8.997398,0.000000,0.021970,-0.021970,0.021970,0.008767,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,-0.016811,-0.031151,0.000000,4.373286,-8.903560,0.000000,0.043940,-0.021970,0.043940,-0.006447,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.002779,0.009335,0.000000,4.449706,-8.947798,0.000000,-0.021970,0.000000,0.043940,0.015546,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.026150,-0.017237,0.000000,4.595519,-8.810533,0.000000,0.021970,-0.043940,0.065910,0.035448,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.011223,-0.013959,0.000000,4.829719,-8.773605,0.000000,0.021970,-0.021970,0.065910,0.010484,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.034745,-0.012163,0.000000,4.998715,-8.719766,0.000000,0.021970,-0.021970,0.065910,0.011044,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.028784,-0.038453,0.000000,5.142650,-8.571713,0.000000,0.021970,-0.021970,0.065910,0.011598,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.006123,-0.049090,0.000000,5.413078,-8.394772,0.000000,0.043940,-0.043940,0.043940,0.023744,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.037903,-0.024755,0.000000,5.493553,-8.360541,0.000000,0.021970,-0.043940,0.065910,0.037784,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.047210,-0.012738,0.000000,5.659860,-8.269011,0.000000,0.000000,-0.043940,0.043940,0.050734,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.029942,-0.020401,0.000000,5.819516,-8.195939,0.000000,0.043940,-0.021970,0.043940,0.001078,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.016360,0.001834,0.000000,6.036501,-8.171120,0.000000,0.000000,0.000000,0.043940,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.035325,-0.002652,0.000000,6.148898,-8.056929,0.000000,0.021970,-0.021970,0.043940,0.013997,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.018492,-0.022739,0.000000,6.322895,-7.949689,0.000000,0.021970,-0.043940,0.065910,0.039529,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.040580,0.009260,0.000000,6.387879,-7.973421,0.000000,0.000000,-0.043940,0.065910,0.050428,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.011607,-0.019336,0.000000,6.539658,-7.876330,0.000000,0.043940,-0.021970,0.065910,0.004843,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.048378,-0.004720,0.000000,6.590961,-7.773350,0.000000,0.021970,-0.043940,0.065910,0.040598,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.025856,-0.023660,0.000000,6.828909,-7.557635,0.000000,0.000000,-0.043940,0.043940,0.050093,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042752,-0.009513,0.000000,6.923534,-7.470401,0.000000,0.000000,-0.043940,0.021970,0.049880,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.024973,-0.022462,0.000000,7.029634,-7.341343,0.000000,0.043940,-0.021970,0.043940,0.008043,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022046,-0.028884,0.000000,7.155156,-7.219485,0.000000,0.043940,-0.043940,0.021970,0.033853,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.043532,-0.023654,0.000000,7.275913,-7.066117,0.000000,0.043940,-0.021970,0.065910,0.010153,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.028678,-0.007647,0.000000,7.475098,-6.987399,0.000000,0.043940,-0.043940,0.043940,0.035208,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.047847,-0.022415,0.000000,7.566065,-6.830476,0.000000,0.021970,-0.021970,0.021970,0.018042,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.022688,-0.018772,0.000000,7.782073,-6.676060,0.000000,0.000000,0.000000,0.021970,0.000000,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.042091,-0.004208,0.000000,7.867438,-6.600702,0.000000,0.043940,-0.043940,0.043940,0.037359,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.043161,-0.016880,0.000000,8.003267,-6.450017,0.000000,0.043940,-0.043940,0.043940,0.037772,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.037918,-0.046342,0.000000,8.120627,-6.250578,0.000000,0.065910,0.000000,0.043940,-0.013464,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039248,-0.029253,0.000000,8.253478,-6.129181,0.000000,0.043940,-0.043940,0.065910,0.038978,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.046061,-0.010069,0.000000,8.271603,-6.082129,0.000000,0.043940,-0.043940,0.021970,0.039753,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.039590,-0.024693,0.000000,8.385240,-5.926147,0.000000,0.021970,-0.065910,0.021970,0.066700,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.038459,-0.023750,0.000000,8.485790,-5.776730,0.000000,0.065910,-0.043940,0.043940,0.038242,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031738,-0.061883,0.000000,8.625595,-5.505455,0.000000,0.065910,-0.021970,0.043940,0.015980,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.012197,-0.051755,0.000000,8.798025,-5.348091,0.000000,0.065910,-0.043940,0.043940,0.040239,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.031248,-0.035219,0.000000,8.914493,-5.197067,0.000000,0.043940,-0.043940,0.043940,0.042609,0.000000
4.000000,4.712389,0.050000,0.000000,0.000000,0.044514,-0.024807,0.000000,8.981215,-5.024909,0.000000,0.043940,-0.043940,0.043940,0.042938,0.000000
